year,month,lat,lng,probability
0,6,33,305,0.00117
0,6,33,307,0.00276
0,6,33,308,0.00109
0,6,33,309,0.00129
0,6,33,310,0.00051
0,6,33,311,0.00047
0,6,34,299,0.00027
0,6,34,300,0.00033
0,6,34,301,0.00032
0,6,34,302,0.00031
0,6,34,303,0.00073
0,6,34,304,0.00050
0,6,34,305,0.00034
0,6,34,306,0.00040
0,6,34,307,0.00032
0,6,34,309,0.00147
0,6,35,303,0.00069
0,6,35,308,0.00097
0,6,35,309,0.00112
0,6,35,310,0.00096
0,6,35,311,0.00047
0,6,35,312,0.00104
0,6,35,313,0.00029
0,6,36,310,0.00152
0,6,36,311,0.00060
0,6,36,313,0.00076
0,6,36,316,0.00051
0,6,37,299,0.00045
0,6,37,311,0.00049
0,6,37,312,0.00100
0,6,37,313,0.00032
0,8,17,291,0.00026
0,8,18,299,0.00036
0,8,19,292,0.00042
0,8,19,294,0.00078
0,8,19,295,0.00077
0,8,19,297,0.00033
0,8,19,298,0.00026
0,8,19,299,0.00053
0,8,19,303,0.00025
0,8,20,291,0.00045
0,8,20,292,0.00074
0,8,20,293,0.00069
0,8,20,294,0.00101
0,8,20,295,0.00139
0,8,20,296,0.00088
0,8,20,297,0.00042
0,8,20,298,0.00029
0,8,20,299,0.00118
0,8,20,300,0.00119
0,8,20,301,0.00266
0,8,20,302,0.00047
0,8,20,303,0.00093
0,8,20,304,0.00061
0,8,21,286,0.00028
0,8,21,287,0.00034
0,8,21,289,0.00096
0,8,21,290,0.00167
0,8,21,291,0.00106
0,8,21,292,0.00027
0,8,21,294,0.00103
0,8,21,295,0.00034
0,8,21,296,0.00142
0,8,21,297,0.00177
0,8,21,298,0.00132
0,8,21,299,0.00104
0,8,21,300,0.00106
0,8,21,301,0.00170
0,8,21,302,0.00180
0,8,21,303,0.00100
0,8,21,304,0.00063
0,8,22,287,0.00101
0,8,22,288,0.00091
0,8,22,289,0.00124
0,8,22,290,0.00093
0,8,22,291,0.00169
0,8,22,292,0.00163
0,8,22,293,0.00150
0,8,22,294,0.00145
0,8,22,295,0.00180
0,8,22,296,0.00155
0,8,22,297,0.00349
0,8,22,298,0.00178
0,8,22,299,0.00103
0,8,22,300,0.00106
0,8,22,301,0.00181
0,8,22,302,0.00078
0,8,22,303,0.00117
0,8,22,304,0.00137
0,8,22,305,0.00079
0,8,22,308,0.00081
0,8,22,309,0.00085
0,8,23,286,0.00035
0,8,23,287,0.00071
0,8,23,288,0.00104
0,8,23,289,0.00062
0,8,23,290,0.00105
0,8,23,291,0.00145
0,8,23,292,0.00159
0,8,23,293,0.00290
0,8,23,294,0.00344
0,8,23,295,0.00306
0,8,23,296,0.00440
0,8,23,297,0.00305
0,8,23,298,0.00331
0,8,23,299,0.00106
0,8,23,300,0.00077
0,8,23,301,0.00108
0,8,23,302,0.00112
0,8,23,303,0.00440
0,8,23,304,0.00229
0,8,23,305,0.00138
0,8,23,306,0.00189
0,8,23,307,0.00136
0,8,23,308,0.00061
0,8,23,309,0.00084
0,8,23,310,0.00060
0,8,23,311,0.00060
0,8,24,286,0.00185
0,8,24,287,0.00164
0,8,24,288,0.00067
0,8,24,289,0.00170
0,8,24,290,0.00119
0,8,24,291,0.00162
0,8,24,292,0.00450
0,8,24,293,0.00381
0,8,24,294,0.00429
0,8,24,295,0.00550
0,8,24,296,0.00252
0,8,24,297,0.00310
0,8,24,298,0.00270
0,8,24,299,0.00235
0,8,24,300,0.00329
0,8,24,301,0.00403
0,8,24,302,0.00440
0,8,24,303,0.00460
0,8,24,304,0.00251
0,8,24,305,0.00180
0,8,24,306,0.00092
0,8,24,307,0.00205
0,8,24,308,0.00033
0,8,24,309,0.00029
0,8,24,310,0.00056
0,8,24,311,0.00048
0,8,24,312,0.00038
0,8,24,314,0.00028
0,8,25,283,0.00027
0,8,25,284,0.00084
0,8,25,285,0.00080
0,8,25,286,0.00140
0,8,25,287,0.00153
0,8,25,288,0.00180
0,8,25,289,0.00185
0,8,25,290,0.00271
0,8,25,291,0.00499
0,8,25,292,0.00678
0,8,25,293,0.00501
0,8,25,294,0.00429
0,8,25,295,0.00393
0,8,25,296,0.00402
0,8,25,297,0.00192
0,8,25,298,0.00173
0,8,25,299,0.00428
0,8,25,300,0.00677
0,8,25,301,0.00418
0,8,25,302,0.00541
0,8,25,303,0.00350
0,8,25,304,0.00451
0,8,25,305,0.00127
0,8,25,306,0.00189
0,8,25,307,0.00165
0,8,25,308,0.00175
0,8,25,309,0.00094
0,8,25,311,0.00082
0,8,25,312,0.00069
0,8,26,283,0.00040
0,8,26,284,0.00039
0,8,26,285,0.00080
0,8,26,286,0.00067
0,8,26,287,0.00183
0,8,26,288,0.00177
0,8,26,289,0.00302
0,8,26,290,0.00535
0,8,26,291,0.00412
0,8,26,292,0.00314
0,8,26,293,0.00435
0,8,26,294,0.00601
0,8,26,295,0.00299
0,8,26,296,0.00476
0,8,26,297,0.00435
0,8,26,298,0.00315
0,8,26,299,0.00448
0,8,26,300,0.00734
0,8,26,301,0.00482
0,8,26,302,0.00631
0,8,26,303,0.00433
0,8,26,304,0.00777
0,8,26,305,0.00480
0,8,26,306,0.00228
0,8,26,307,0.00226
0,8,26,308,0.00209
0,8,26,309,0.00245
0,8,26,310,0.00130
0,8,26,311,0.00176
0,8,26,312,0.00105
0,8,26,313,0.00037
0,8,27,282,0.00027
0,8,27,284,0.00067
0,8,27,285,0.00065
0,8,27,286,0.00082
0,8,27,287,0.00056
0,8,27,288,0.00140
0,8,27,289,0.00159
0,8,27,290,0.00196
0,8,27,291,0.00392
0,8,27,292,0.00395
0,8,27,293,0.00165
0,8,27,294,0.00437
0,8,27,295,0.00394
0,8,27,296,0.00370
0,8,27,297,0.00200
0,8,27,298,0.00298
0,8,27,299,0.00245
0,8,27,300,0.00240
0,8,27,301,0.00220
0,8,27,302,0.00549
0,8,27,303,0.00643
0,8,27,304,0.00765
0,8,27,305,0.00407
0,8,27,306,0.00559
0,8,27,307,0.00280
0,8,27,308,0.00185
0,8,27,309,0.00205
0,8,27,310,0.00231
0,8,27,311,0.00080
0,8,27,312,0.00199
0,8,27,313,0.00088
0,8,27,314,0.00064
0,8,28,284,0.00025
0,8,28,285,0.00076
0,8,28,286,0.00063
0,8,28,287,0.00107
0,8,28,288,0.00280
0,8,28,289,0.00277
0,8,28,290,0.00538
0,8,28,291,0.00359
0,8,28,292,0.00378
0,8,28,293,0.00267
0,8,28,294,0.00511
0,8,28,295,0.00231
0,8,28,296,0.00293
0,8,28,297,0.00455
0,8,28,298,0.00520
0,8,28,299,0.00495
0,8,28,300,0.00482
0,8,28,301,0.00265
0,8,28,302,0.00640
0,8,28,303,0.00811
0,8,28,304,0.00628
0,8,28,305,0.00286
0,8,28,306,0.00440
0,8,28,307,0.00352
0,8,28,308,0.00342
0,8,28,309,0.00469
0,8,28,310,0.00143
0,8,28,311,0.00158
0,8,28,312,0.00140
0,8,29,285,0.00057
0,8,29,286,0.00040
0,8,29,287,0.00102
0,8,29,288,0.00058
0,8,29,289,0.00076
0,8,29,290,0.00293
0,8,29,291,0.00193
0,8,29,292,0.00377
0,8,29,293,0.00224
0,8,29,294,0.00371
0,8,29,295,0.00557
0,8,29,296,0.00358
0,8,29,297,0.00434
0,8,29,298,0.00410
0,8,29,299,0.00719
0,8,29,300,0.00511
0,8,29,301,0.00559
0,8,29,302,0.00824
0,8,29,303,0.01135
0,8,29,304,0.00792
0,8,29,305,0.00523
0,8,29,306,0.00123
0,8,29,307,0.00491
0,8,29,308,0.00709
0,8,29,309,0.00304
0,8,29,310,0.00074
0,8,29,311,0.00202
0,8,29,312,0.00122
0,8,29,313,0.00026
0,8,30,286,0.00064
0,8,30,287,0.00086
0,8,30,288,0.00224
0,8,30,289,0.00077
0,8,30,290,0.00131
0,8,30,291,0.00194
0,8,30,292,0.00281
0,8,30,293,0.00420
0,8,30,294,0.00440
0,8,30,295,0.00316
0,8,30,296,0.00143
0,8,30,297,0.00301
0,8,30,298,0.00543
0,8,30,299,0.00344
0,8,30,300,0.00673
0,8,30,301,0.00680
0,8,30,302,0.00718
0,8,30,303,0.00582
0,8,30,304,0.00417
0,8,30,305,0.00738
0,8,30,306,0.00349
0,8,30,307,0.00291
0,8,30,308,0.00444
0,8,30,309,0.00152
0,8,30,310,0.00101
0,8,30,311,0.00122
0,8,30,312,0.00070
0,8,30,313,0.00045
0,8,30,314,0.00064
0,8,31,286,0.00026
0,8,31,287,0.00040
0,8,31,288,0.00087
0,8,31,289,0.00201
0,8,31,290,0.00117
0,8,31,291,0.00323
0,8,31,292,0.00301
0,8,31,293,0.00173
0,8,31,294,0.00165
0,8,31,295,0.00264
0,8,31,296,0.00546
0,8,31,297,0.00582
0,8,31,298,0.00452
0,8,31,299,0.00602
0,8,31,300,0.00735
0,8,31,301,0.00676
0,8,31,302,0.00562
0,8,31,303,0.00921
0,8,31,304,0.00404
0,8,31,305,0.00208
0,8,31,306,0.00256
0,8,31,307,0.00084
0,8,31,308,0.00138
0,8,31,309,0.00106
0,8,31,310,0.00311
0,8,31,311,0.00268
0,8,31,312,0.00028
0,8,31,313,0.00038
0,8,31,314,0.00039
0,8,32,289,0.00051
0,8,32,290,0.00035
0,8,32,291,0.00052
0,8,32,292,0.00032
0,8,32,293,0.00046
0,8,32,294,0.00233
0,8,32,295,0.00342
0,8,32,296,0.00232
0,8,32,297,0.00260
0,8,32,298,0.00298
0,8,32,299,0.00210
0,8,32,300,0.00371
0,8,32,301,0.00423
0,8,32,302,0.00426
0,8,32,303,0.00406
0,8,32,304,0.00251
0,8,32,305,0.00525
0,8,32,306,0.00300
0,8,32,307,0.00099
0,8,32,308,0.00089
0,8,32,309,0.00151
0,8,32,310,0.00078
0,8,32,311,0.00066
0,8,32,312,0.00093
0,8,32,313,0.00079
0,8,32,314,0.00046
0,8,32,315,0.00030
0,8,32,316,0.00031
0,8,33,290,0.00058
0,8,33,291,0.00068
0,8,33,292,0.00077
0,8,33,293,0.00043
0,8,33,294,0.00083
0,8,33,295,0.00077
0,8,33,296,0.00158
0,8,33,297,0.00342
0,8,33,298,0.00287
0,8,33,299,0.00147
0,8,33,300,0.00234
0,8,33,301,0.00315
0,8,33,302,0.00197
0,8,33,303,0.00110
0,8,33,304,0.00287
0,8,33,305,0.00212
0,8,33,306,0.00167
0,8,33,307,0.00071
0,8,33,308,0.00120
0,8,33,309,0.00114
0,8,33,310,0.00066
0,8,33,311,0.00076
0,8,33,312,0.00103
0,8,33,313,0.00085
0,8,33,314,0.00053
0,8,33,316,0.00045
0,8,34,286,0.00031
0,8,34,288,0.00168
0,8,34,289,0.00074
0,8,34,290,0.00072
0,8,34,291,0.00065
0,8,34,292,0.00081
0,8,34,294,0.00048
0,8,34,295,0.00061
0,8,34,296,0.00062
0,8,34,297,0.00136
0,8,34,298,0.00135
0,8,34,299,0.00092
0,8,34,300,0.00091
0,8,34,301,0.00078
0,8,34,302,0.00098
0,8,34,303,0.00136
0,8,34,304,0.00275
0,8,34,305,0.00171
0,8,34,306,0.00074
0,8,34,307,0.00102
0,8,34,308,0.00159
0,8,34,309,0.00072
0,8,34,310,0.00051
0,8,34,311,0.00033
0,8,34,312,0.00027
0,8,35,289,0.00040
0,8,35,290,0.00026
0,8,35,292,0.00082
0,8,35,293,0.00035
0,8,35,294,0.00042
0,8,35,295,0.00056
0,8,35,296,0.00084
0,8,35,297,0.00208
0,8,35,298,0.00122
0,8,35,299,0.00075
0,8,35,300,0.00096
0,8,35,301,0.00130
0,8,35,302,0.00178
0,8,35,303,0.00079
0,8,35,304,0.00233
0,8,35,305,0.00082
0,8,35,306,0.00153
0,8,35,307,0.00046
0,8,35,308,0.00063
0,8,35,309,0.00038
0,8,35,310,0.00090
0,8,35,312,0.00036
0,8,36,296,0.00051
0,8,36,297,0.00098
0,8,36,298,0.00054
0,8,36,299,0.00051
0,8,36,300,0.00088
0,8,36,301,0.00161
0,8,36,302,0.00139
0,8,36,303,0.00132
0,8,36,304,0.00052
0,8,36,305,0.00082
0,8,36,306,0.00243
0,8,36,307,0.00043
0,8,36,308,0.00039
0,8,36,309,0.00034
0,8,37,296,0.00073
0,8,37,297,0.00073
0,8,37,300,0.00039
0,8,37,301,0.00055
0,8,37,302,0.00087
0,8,37,303,0.00062
0,8,37,304,0.00039
0,8,37,305,0.00040
0,8,37,306,0.00060
0,8,37,307,0.00056
0,8,37,309,0.00029
0,8,37,311,0.00041
0,8,38,300,0.00062
0,8,38,305,0.00031
0,8,38,306,0.00038
0,8,38,307,0.00027
0,8,38,308,0.00026
0,8,38,309,0.00041
0,8,39,302,0.00047
0,8,39,303,0.00030
0,8,39,308,0.00027
0,8,39,309,0.00032
0,10,15,289,0.00033
0,10,18,296,0.00034
0,10,18,298,0.00046
0,10,19,292,0.00052
0,10,19,293,0.00052
0,10,19,294,0.00122
0,10,19,295,0.00080
0,10,19,296,0.00055
0,10,19,298,0.00077
0,10,19,299,0.00043
0,10,19,300,0.00085
0,10,19,301,0.00039
0,10,20,287,0.00029
0,10,20,288,0.00069
0,10,20,289,0.00042
0,10,20,290,0.00078
0,10,20,291,0.00093
0,10,20,292,0.00095
0,10,20,293,0.00066
0,10,20,294,0.00095
0,10,20,295,0.00185
0,10,20,296,0.00141
0,10,20,297,0.00051
0,10,20,298,0.00160
0,10,20,299,0.00087
0,10,20,300,0.00144
0,10,20,301,0.00063
0,10,20,302,0.00128
0,10,20,303,0.00049
0,10,20,308,0.00026
0,10,21,284,0.00030
0,10,21,285,0.00031
0,10,21,289,0.00075
0,10,21,290,0.00173
0,10,21,291,0.00231
0,10,21,292,0.00090
0,10,21,293,0.00092
0,10,21,294,0.00057
0,10,21,295,0.00106
0,10,21,296,0.00137
0,10,21,297,0.00079
0,10,21,298,0.00149
0,10,21,299,0.00069
0,10,21,300,0.00189
0,10,21,301,0.00085
0,10,21,302,0.00025
0,10,21,303,0.00059
0,10,21,304,0.00064
0,10,21,305,0.00060
0,10,21,306,0.00038
0,10,21,307,0.00082
0,10,21,308,0.00054
0,10,21,309,0.00058
0,10,22,285,0.00028
0,10,22,286,0.00038
0,10,22,287,0.00139
0,10,22,288,0.00188
0,10,22,289,0.00121
0,10,22,290,0.00166
0,10,22,291,0.00207
0,10,22,292,0.00081
0,10,22,293,0.00086
0,10,22,294,0.00102
0,10,22,295,0.00116
0,10,22,296,0.00119
0,10,22,297,0.00160
0,10,22,298,0.00199
0,10,22,299,0.00059
0,10,22,300,0.00109
0,10,22,301,0.00067
0,10,22,302,0.00093
0,10,22,303,0.00139
0,10,22,304,0.00205
0,10,22,305,0.00184
0,10,22,306,0.00079
0,10,22,307,0.00086
0,10,22,309,0.00038
0,10,22,310,0.00030
0,10,23,284,0.00037
0,10,23,285,0.00096
0,10,23,286,0.00096
0,10,23,287,0.00075
0,10,23,288,0.00167
0,10,23,289,0.00261
0,10,23,290,0.00144
0,10,23,291,0.00143
0,10,23,292,0.00267
0,10,23,293,0.00364
0,10,23,294,0.00434
0,10,23,295,0.00257
0,10,23,296,0.00188
0,10,23,297,0.00173
0,10,23,298,0.00124
0,10,23,299,0.00184
0,10,23,300,0.00174
0,10,23,301,0.00184
0,10,23,302,0.00204
0,10,23,303,0.00242
0,10,23,304,0.00117
0,10,23,305,0.00097
0,10,23,306,0.00104
0,10,23,307,0.00115
0,10,23,308,0.00103
0,10,23,309,0.00084
0,10,23,310,0.00031
0,10,24,284,0.00038
0,10,24,285,0.00104
0,10,24,286,0.00120
0,10,24,287,0.00083
0,10,24,288,0.00171
0,10,24,289,0.00221
0,10,24,290,0.00216
0,10,24,291,0.00280
0,10,24,292,0.00505
0,10,24,293,0.00511
0,10,24,294,0.00437
0,10,24,295,0.00401
0,10,24,296,0.00190
0,10,24,297,0.00280
0,10,24,298,0.00380
0,10,24,299,0.00382
0,10,24,300,0.00355
0,10,24,301,0.00384
0,10,24,302,0.00525
0,10,24,303,0.00377
0,10,24,304,0.00243
0,10,24,306,0.00039
0,10,24,307,0.00112
0,10,24,308,0.00156
0,10,24,309,0.00090
